Unsorted Index,Domain,Total Tokens,URL Appearances,Assign to [Name],Website Issue,User Content,Website Description,Content Domain I,Content Domain II,Content Domain III,Content Domain (other),Type of service,Type of service (Other),Sensitive content: Nudity,Sensitive content: Pornography,Sensitive content: Drugs,Sensitive content: Violence,Sensitive content: Illegal Activities,Sensitive content: Hate Speech
253076,elifesciences.org,19037337,2589,Caroline Shamiso Chitongo,FALSE,Weak Moderation,Research Articles,Academic,Education/Knowledge,,,Encyclopedia/Database,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17687,www.straitstimes.com,18937410,45298,Caroline Shamiso Chitongo,FALSE,None,International news site,News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7511,www.hindustantimes.com,18935293,54095,Caroline Shamiso Chitongo,FALSE,None,"International, entertainment and education news",News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38718,urbanhotlist.com,18814230,5981,Caroline Shamiso Chitongo,FALSE,None,Business and news site,E-Commerce,News,,,Ecommerce,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12965,www.mdpi.com,18789785,18855,Caroline Shamiso Chitongo,FALSE,Weak Moderation,Journal and encyclopedia website,Education/Knowledge,Academic,,,Encyclopedia/Database,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12951,web.archive.org,18760526,21698,Caroline Shamiso Chitongo,FALSE,Weak Moderation,Digital library of internet sites,Technology/Code,News,,,Encyclopedia/Database,Periodicals,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33281,www.cracked.com,18738850,14032,Caroline Shamiso Chitongo,FALSE,None,Entertainment website,Entertainment,News,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42651,libcom.org,18688891,7888,Caroline Shamiso Chitongo,FALSE,Weak Moderation,News archive of historical events,News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11444,phys.org,18587775,27474,Caroline Shamiso Chitongo,FALSE,Weak Moderation,"Science, technology and news site",Education/Knowledge,News,,,Encyclopedia/Database,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3679,www.thedailybeast.com,18543712,26931,Caroline Shamiso Chitongo,FALSE,None,Political and entertainment news,News,Social/Lifestyle,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25843,forums.appleinsider.com,18386917,23994,Caroline Shamiso Chitongo,FALSE,Strong Moderation,Discussion forum,News,Reviews,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44694,www.barrons.com,18374071,28300,Caroline Shamiso Chitongo,FALSE,None,Business and news site,News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3926,www.cbc.ca,18271329,35298,Caroline Shamiso Chitongo,FALSE,None,Local news and entertainment,News,Entertainment,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
222900,www.thebullandbear.com,18270286,817,Caroline Shamiso Chitongo,FALSE,None,Investment news site,News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7735,wikien4.appspot.com,18152572,9247,Caroline Shamiso Chitongo,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18696,news.bbc.co.uk,18146499,35651,Caroline Shamiso Chitongo,FALSE,None,"International, business and entertainment news",News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60745,www.partillerocken.com,18081753,4218,Caroline Shamiso Chitongo,FALSE,None,"International, business and entertainment news",News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18394,www.nbcnews.com,17976550,25182,Caroline Shamiso Chitongo,FALSE,None,"Political, world and health news",News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18989,rd.springer.com,17866307,35744,Caroline Shamiso Chitongo,FALSE,None,Journals and articles ,Academic,E-Commerce,,,Encyclopedia/Database,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31566,profootballtalk.nbcsports.com,17837235,11876,Caroline Shamiso Chitongo,FALSE,None,Sport news and entertainment,News,Entertainment,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14863,en.m.wikisource.org,17697229,10125,Caroline Shamiso Chitongo,FALSE,Strong Moderation,Library,General,Education/Knowledge,,,Encyclopedia/Database,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1881,www.smh.com.au,17616392,26164,Caroline Shamiso Chitongo,FALSE,None,"International, business and entertainment news",News,E-Commerce,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16411,www.startribune.com,17570307,34402,Caroline Shamiso Chitongo,FALSE,None,"International, business and entertainment news",News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
48456,wiki-offline.jakearchibald.com,17512206,7586,Caroline Shamiso Chitongo,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1658,www.britannica.com,17320656,32024,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
74386,reason.com,17274543,4492,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
187567,unispal.un.org,16975102,7841,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1792,forums.ubi.com,16974594,27899,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25644,www.inkitt.com,16970195,8865,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
47243,www.thefullwiki.org,16957126,8879,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1780,www.cnn.com,16911605,22476,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8872,www.miamiherald.com,16832398,35921,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2509,www.pcmag.com,16813299,31728,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14341,www.elitedaily.com,16798543,31444,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20207,www.let.rug.nl,16723041,9939,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
176945,www.nakedcapitalism.com,16461173,2921,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22434,journals.lww.com,16309955,11366,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7935,www.ign.com,16294933,40369,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10068,www.breitbart.com,16283062,43958,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1661,www.youtube.com,16281026,60756,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1179,www.firstpost.com,16260710,41673,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43718,library.kiwix.org,16256940,8359,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6105,www.houstonpress.com,16091477,30739,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6566,www.thestreet.com,16064546,27582,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17450,theconversation.com,15885949,31270,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5757,www.slideshare.net,15835765,31124,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20416,www.wipo.int,15721417,7858,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26426,www.theamericanconservative.com,15709715,7653,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4919,uk.reuters.com,15705755,44831,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1223,www.g2.com,15691534,12879,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3664,www.eventbrite.com,15497549,87095,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27116,www.eurekalert.org,15478344,29971,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16126,dearwendy.com,15294735,3414,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28495,www.washingtontimes.com,15289269,35903,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12444,mg.co.za,15284461,25731,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7530,thriveglobal.com,15258392,19835,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56838,www.wattpad.com,15232842,24255,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
139423,thestandard.org.nz,15202071,4851,Caroline Shamiso Chitongo,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14687,www.military.com,15175946,34145,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1359,www.aol.com,15147821,35705,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27839,www.rollingstone.com,15103148,24992,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
635,www.marketwatch.com,15065639,31340,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16191,conceptmap.cfapps.io,15035521,7662,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
306912,morganstudioonline.com,15034278,2822,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39452,www.metafilter.com,14994092,4897,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2396,www.sacbee.com,14931848,36076,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17718,www.techdirt.com,14925679,11861,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
99151,www.springfieldspringfield.co.uk,14917898,4769,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
177914,allthetropes.org,14901304,2746,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8662,deadline.com,14889965,46437,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
228646,faqexplorer.com,14829250,1632,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1191,www.informit.com,14799738,24269,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1591,dzone.com,14787505,23410,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9336,www.phonearena.com,14760812,24851,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8118,hackaday.com,14735708,14008,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89854,hansard.parliament.uk,14728483,2196,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13344,itunes.apple.com,14690663,59408,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5735,www.livemint.com,14648459,26289,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7302,www.pcgamer.com,14638584,32772,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25323,www.thrillist.com,14631119,25690,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32139,www.theglobeandmail.com,14569909,18342,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14812,money.cnn.com,14468207,28014,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24560,camelandbirdie.com,14407903,5983,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21148,apnews.com,14265514,34912,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28255,www.mlbtraderumors.com,14245387,11209,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3081,www.prnewswire.com,14243220,28142,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12978,www.vanityfair.com,14161610,23312,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6085,github.com,14069360,57740,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4277,www.alibaba.com,14040792,36020,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23983,blogs.edweek.org,14004663,21401,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4255,www.drugs.com,13976102,26477,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3234,www.techradar.com,13971039,33094,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13160,variety.com,13967246,33723,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89069,www.mlb.com,13918203,18558,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46625,americanliterature.com,13906719,5819,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12142,www.thoughtco.com,13895819,20762,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1618,time.com,13888404,29802,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4472,www.motherjones.com,13842065,29839,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19734,economictimes.indiatimes.com,13783369,35393,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
583,www.newsmax.com,13778303,32708,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14843,www.nzherald.co.nz,13759163,25203,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40629,www.curbsideclassic.com,13690793,3239,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
777,encyclopedia2.thefreedictionary.com,13639218,33901,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69284,www.law.cornell.edu,13614082,10556,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2203,gizmodo.com,13602139,39402,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7389,www.reddit.com,13569928,36402,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2054,www.adweek.com,13563673,50412,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
66707,arstechnica.com,13539775,15079,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77493,www.ola.org,13536823,1538,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34513,www.dumpsteroid.com,13522523,5991,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5114,thehill.com,13485938,25435,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4965,www.dawn.com,13470993,13658,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2712,www.cbr.com,13465935,20577,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1046,www.esquire.com,13456146,22909,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97910,masscases.com,13442570,6204,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18456,www.refinery29.com,13427510,34932,Seungone Kim,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12020,infogalactic.com,13422692,9542,Cole Hunter,FALSE,Weak Moderation,Wiki,General,,,,Encyclopedia/Database,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92827,bmcgenomics.biomedcentral.com,13421736,2248,Cole Hunter,FALSE,Strong Moderation,Open-Access Scientific Journal,Academic,,,,Academic,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24048,www.menshealth.com,13406162,28352,Cole Hunter,FALSE,Strong Moderation,Mens Magazine,Social/Lifestyle,,,,Other,Lifestyle magazine,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11073,www.vulture.com,13398520,19100,Cole Hunter,FALSE,Strong Moderation,Entertainment News Website,Entertainment,Social/Lifestyle,,,Other,Lifestyle magazine,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29830,www.newworldencyclopedia.org,13386536,4973,Cole Hunter,FALSE,Strong Moderation,Alternative wiki website,General,,,,Encyclopedia/Database,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15091,www.cdc.gov,13373820,15438,Cole Hunter,FALSE,Strong Moderation,Government website for disease information,Government/Policy,,,,Government,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8338,research.omicsgroup.org,13361612,8776,Cole Hunter,FALSE,Strong Moderation,Open-Access Scientific Journal,Academic,,,,Academic,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8754,jov.arvojournals.org,13346423,10706,Cole Hunter,FALSE,Strong Moderation,Open-Access Scientific Journal,Academic,,,,Academic,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3812,www.inc.com,13228006,18370,Cole Hunter,FALSE,Strong Moderation,Business focused magazine website,Business/Finance,,,,Company website,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33162,www.machinenoveltranslation.com,13221216,5496,Cole Hunter,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6575,kotaku.com,13218505,38088,Cole Hunter,FALSE,Strong Moderation,Video Game website and blog,Entertainment,Social/Lifestyle,Reviews,,Other,Video game reviews,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103730,www.thekingdomcollective.com,13215500,2641,Cole Hunter,FALSE,Strong Moderation,Collection of sermon transcripts,Social/Lifestyle,Cultural/Artistic,,,Other,Database of sermons,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16402,mondoweiss.net,13210588,4868,Cole Hunter,FALSE,Strong Moderation,General interest blog,News,,,,Other,News website and blog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34992,www.buzzfeednews.com,13201098,17489,Cole Hunter,FALSE,Strong Moderation,American news website owned by BuzzFeed,News,Social/Lifestyle,Cultural/Artistic,,Social Media,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4090,forums.newtek.com,13166296,28228,Cole Hunter,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1094,www.etsy.com,13164447,57416,Cole Hunter,FALSE,Weak Moderation,Ecommerce website focused on handmade/vintage supplies,E-Commerce,,,,Ecommerce,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22775,forums.prosportsdaily.com,13163428,9208,Cole Hunter,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
745,thenextweb.com,13146517,34848,Cole Hunter,FALSE,Strong Moderation,European startup/conference website,Technology/Code,Education/Knowledge,,,Company website,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51929,www.gamespot.com,13087808,26113,Cole Hunter,FALSE,Strong Moderation,Video game news and reviews,Reviews,,,,Other,Video game news,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81703,luq.lternet.edu,13079869,1726,Cole Hunter,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5360,www.pubfacts.com,13065174,9868,Cole Hunter,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37874,kvd8.ru,13045149,2973,Cole Hunter,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26865,bmchealthservres.biomedcentral.com.preview-live.oscarjournals.springer.com,12995273,2929,Cole Hunter,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26191,nymag.com,12960610,23538,Cole Hunter,FALSE,Strong Moderation,American culture magazine,News,Social/Lifestyle,,,Company website,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6536,www.rediff.com,12954802,21403,Cole Hunter,FALSE,Strong Moderation,Indian news website ,News,,,,Company website,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11407,blogs.msdn.microsoft.com,12882879,27044,Cole Hunter,FALSE,Weak Moderation,Microsoft related blog website (archived),Technology/Code,,,,Other,Archive of technology blog posts,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6576,indianexpress.com,12820584,31367,Cole Hunter,FALSE,Strong Moderation,Indian news website ,News,,,,Company website,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
178096,www.state.gov,12774873,3269,Cole Hunter,FALSE,Strong Moderation,US Department of State website,Government/Policy,,,,Government,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
207970,transcripts.cnn.com,12732369,2033,Cole Hunter,FALSE,Strong Moderation,CNN transcript database,News,,,,Encyclopedia/Database,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3040,www.vice.com,12685187,15980,Cole Hunter,FALSE,Strong Moderation,Lifestyle magazine,Social/Lifestyle,Cultural/Artistic,,,Company website,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
187510,wikimili.com,12682364,5739,Cole Hunter,FALSE,Strong Moderation,Wikipedia reader,General,,,,Other,Wikipedia skin for easier reading,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14174,www.imdb.com,12659410,36205,Cole Hunter,FALSE,Strong Moderation,Movie and TV show database,Entertainment,Reviews,Social/Lifestyle,,Encyclopedia/Database,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
236935,getfilings.com,12633803,2441,Cole Hunter,FALSE,Strong Moderation,Database for company financial records,Business/Finance,,,,Encyclopedia/Database,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26900,liveprayer.com,12567711,3341,Cole Hunter,FALSE,Strong Moderation,Evangelical ministry website,Social/Lifestyle,,,,Company website,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
210285,0-bmccancer-biomedcentral-com.brum.beds.ac.uk,12549698,2997,Cole Hunter,FALSE,Strong Moderation,Open-Access scientific journal,Academic,Biomedical/Health,,,Academic,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30778,rarityofficial.com,12545391,5865,Cole Hunter,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2298,gigaom.com,12544232,16679,Cole Hunter,FALSE,Strong Moderation,Technology analyst firm,Business/Finance,,,,Company website,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
68283,www.amcostarica.com,12530998,3130,Cole Hunter,FALSE,Strong Moderation,Costa Rican news website,News,,,,Company website,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
